
200.428	      0
200.825	      0
201.227	      0
201.631	      0
202.04	      0
202.452	      0
202.868	      0
203.288	      0
203.712	      0
204.14	      0
204.571	      0
205.006	      0
205.445	      0
205.888	      0
206.335	      0
206.786	      0
207.241	      0
207.699	      0
208.162	      0
208.628	      0
209.099	      0
209.574	      0
210.052	      0
210.535	      0
211.022	      0
211.513	      0
212.008	      0
212.507	      0
213.01	      0
213.517	      0
214.028	      0
214.544	      0
215.064	      0
215.588	      0
216.116	      0
216.648	      0
217.184	      0
217.725	      0
218.27	      0
218.819	      0
219.372	      0
219.93	      0
220.492	      0
221.057	      0
221.628	      0
222.202	      0
222.781	      0
223.364	      0
223.952	      0
224.542	      0
225.133	      0
225.723	      0
226.314	      0
226.904	      0
227.494	      0
228.083	      0
228.674	      0
229.267	      0
229.863	      0
230.462	      0
231.063	      0
231.667	      0
232.274	      0
232.883	      0
233.495	      0
234.11	      0
234.728	      0
235.349	      0
235.972	      0
236.598	      0
237.227	      0
237.858	      0
238.492	      0
239.129	      0
239.769	      0
240.412	      0
241.057	      0
241.705	      0
242.356	      0
243.01	      0
243.667	      0
244.326	      0
244.988	      0
245.654	      0
246.321	      0
246.992	      0
247.666	      0
248.342	      0
249.021	      0
249.704	      0
250.389	      0
251.076	      0
251.767	      0
252.461	      0
253.157	      0
253.856	      0
254.559	      0
255.264	      0
255.972	      0
256.682	      0
257.396	      0
258.113	      0
258.832	      0
259.555	      0
260.28	      0
261.008	      0
261.739	      0
262.473	      0
263.21	      0
263.949	      0
264.692	      0
265.437	      0
266.184	      0
266.934	      0
267.687	      0
268.441	      0
269.197	      0
269.954	      0
270.712	      0
271.471	      0
272.231	      0
272.991	      0
273.751	      0
274.512	      0
275.272	      0
276.033	      0
276.794	      0
277.554	      0
278.315	      0
279.076	      0
279.836	      0
280.597	      0
281.358	      0
282.118	      0
282.879	      0
283.64	      0
284.401	      0
285.161	      0
285.922	      0
286.682	      0
287.443	      0
288.204	      0
288.965	      0
289.725	      0
290.486	      0
291.247	      0
292.007	      0
292.768	      0
293.529	      0
294.289	      0
295.05	      0
295.811	      0
296.571	      0
297.332	      0
298.093	      0
298.853	      0
299.614	      0
300.375	      0
301.135	      0
301.896	      0
302.657	      0
303.417	      0
304.178	      0
304.939	      0
305.7	      0
306.46	      0
307.221	      0
307.982	      0
308.742	      0
309.503	      0
310.264	      0
311.024	      0
311.785	      0
312.546	      0
313.306	      0
314.067	      0
314.828	      0
315.588	      0
316.349	      0
317.11	      0
317.87	      0
318.631	      0
319.392	      0
320.152	      0
320.913	      0
321.674	      0
322.434	      0
323.195	      0
323.956	      0
324.717	      0
325.477	      0
326.238	      0
326.999	      0
327.759	      0
328.52	      0
329.281	      0
330.041	      0
330.802	      0
331.563	      0
332.323	      0
333.084	      0
333.845	      0
334.605	      0
335.366	      0
336.127	      0
336.887	      0
337.648	      0
338.409	      0
339.169	      0
339.93	      0
340.691	      0
341.452	      0
342.212	      0
342.973	      0
343.734	      0
344.494	      0
345.255	      0
346.016	      0
346.776	      0
347.537	      0
348.298	      0
349.058	      0
349.75	      0
350.441	      0
351.133	      0
351.824	      0
352.516	      0
353.208	      0
353.899	      0
354.591	      0
355.282	      0
355.974	      0
356.665	      0
357.357	      0
358.048	      0
358.74	      0
359.431	      0
360.123	      0
360.814	      0
361.506	      0
362.197	      0
362.889	      0
363.58	      0
364.272	      0
364.963	      0
365.131	      0
364.973	-0.0370435
364.973	-0.0371864
364.974	-0.0373303
364.975	-0.0374768
364.976	-0.0376211
364.976	-0.0377681
364.977	-0.0379176
364.977	-0.0380681
364.978	-0.0382195
364.978	-0.038372
364.98	-0.0385253
364.979	-0.0386796
364.981	-0.0388348
364.981	-0.038994
364.982	-0.039151
364.982	-0.0393119
364.984	-0.0394707
364.984	-0.0396348
364.984	-0.0397968
364.986	-0.0399625
364.986	-0.0401291
364.987	-0.0402965
364.987	-0.0404661
364.988	-0.040635
364.988	-0.0408075
364.99	-0.0409808
364.99	-0.0411563
364.991	-0.0413339
364.991	-0.0415108
364.993	-0.0416897
364.992	-0.0418707
364.993	-0.0420538
364.994	-0.0422389
364.994	-0.0424246
364.996	-0.0426109
364.996	-0.0428019
364.998	-0.0429907
364.997	-0.0431842
364.999	-0.0433782
364.998	-0.0435741
364.999	-0.0437718
365	-0.0439699
365.001	-0.0441713
365.001	-0.0443757
365.002	-0.0445805
365.003	-0.0447871
365.003	-0.0449966
365.004	-0.0452066
365.005	-0.0454194
365.005	-0.0456339
365.006	-0.0458513
365.007	-0.0460702
365.008	-0.0462907
365.008	-0.046514
365.009	-0.0467387
365.009	-0.0469675
365.01	-0.0471963
365.011	-0.0474279
365.012	-0.0476633
365.012	-0.0479001
365.012	-0.0481369
365.014	-0.0483799
365.013	-0.0486229
365.015	-0.0488684
365.015	-0.0491163
365.016	-0.0493678
365.016	-0.0496216
365.018	-0.0498788
365.018	-0.0501383
365.019	-0.0503989
365.02	-0.0506639
365.02	-0.0509299
365.021	-0.0511992
365.021	-0.051474
365.023	-0.0517497
365.022	-0.0520273
365.024	-0.0523091
365.024	-0.052594
365.025	-0.0528818
365.025	-0.0531725
365.027	-0.0534661
365.026	-0.0537647
365.027	-0.0540649
365.028	-0.054369
365.029	-0.0546758
365.029	-0.0549862
365.03	-0.0553024
365.031	-0.055619
365.031	-0.0559422
365.033	-0.0562668
365.033	-0.0565958
365.034	-0.0569292
365.034	-0.0572669
365.035	-0.0576077
365.035	-0.0579527
365.036	-0.0583028
365.037	-0.0586559
365.037	-0.0590129
365.038	-0.0593748
365.04	-0.0597414
365.04	-0.0601117
365.04	-0.0604877
365.041	-0.0608671
365.042	-0.061253
365.042	-0.0616422
365.043	-0.0620366
365.044	-0.0624371
365.044	-0.0628426
365.045	-0.0632521
365.046	-0.0636692
365.046	-0.0640892
365.047	-0.0645165
365.047	-0.0649484
365.047	-0.0653874
365.048	-0.0658316
365.05	-0.0662818
365.051	-0.0667369
365.051	-0.0672005
365.052	-0.0676696
365.052	-0.0681451
365.053	-0.068626
365.054	-0.0691164
365.055	-0.0696119
365.055	-0.0701149
365.055	-0.0706269
365.056	-0.0711444
365.056	-0.0716697
365.057	-0.0722044
365.058	-0.072745
365.059	-0.0732937
365.06	-0.073852
365.061	-0.0744181
365.061	-0.0749933
365.062	-0.0755775
365.063	-0.0761712
365.063	-0.0767735
365.063	-0.0773857
365.064	-0.0780067
365.064	-0.0786402
365.065	-0.0792814
365.066	-0.0799344
365.066	-0.0805976
365.067	-0.0812729
365.068	-0.0819571
365.069	-0.0826558
365.07	-0.0833642
365.071	-0.0840857
365.071	-0.0848206
365.071	-0.0855664
365.072	-0.0863272
365.073	-0.0871003
365.073	-0.0878882
365.074	-0.0886898
365.075	-0.0895067
365.076	-0.0903385
365.076	-0.0911854
365.077	-0.0920483
365.078	-0.0929275
365.079	-0.0938242
365.079	-0.0947368
365.08	-0.0956686
365.08	-0.0966195
365.081	-0.0975878
365.081	-0.098576
365.082	-0.0995841
365.083	-0.100614
365.083	-0.101663
365.084	-0.102737
365.085	-0.103831
365.086	-0.104949
365.086	-0.106093
365.087	-0.10726
365.088	-0.108454
365.087	-0.109674
365.088	-0.110921
365.088	-0.112195
365.088	-0.1135
365.088	-0.114835
365.088	-0.1162
365.088	-0.1176
365.088	-0.119032
365.088	-0.1205
365.087	-0.122005
365.087	-0.123547
365.087	-0.125129
365.086	-0.126751
365.086	-0.128416
365.087	-0.130123
365.086	-0.131878
365.087	-0.13368
365.087	-0.13553
365.087	-0.137433
365.087	-0.139389
365.087	-0.141401
365.087	-0.143471
365.087	-0.145602
365.087	-0.147791
365.086	-0.149972
365.086	-0.152127
365.086	-0.154256
365.086	-0.156361
365.086	-0.158443
365.086	-0.160502
365.087	-0.162538
365.087	-0.164552
365.087	-0.166547
365.087	-0.16852
365.087	-0.170473
365.087	-0.17241
365.086	-0.174326
365.086	-0.176225
365.086	-0.178106
365.086	-0.17997
365.086	-0.181818
400.309	          0.0433823
365.115	-0.185428
365.17	-0.187134
365.268	-0.188748
365.405	-0.190271
365.611	-0.191672
365.807	-0.19305
366.032	-0.194377
366.299	-0.195691
366.753	-0.196635
367.52	-0.196834
368.189	-0.197128
368.781	-0.197504
369.313	-0.197969
369.825	-0.198481
370.384	-0.198923
370.999	-0.199254
371.672	-0.199463
372.403	-0.199551
373.174	-0.199556
373.959	-0.199539
374.75	-0.199526
375.544	-0.199533
376.339	-0.199561
377.143	-0.1996
377.906	-0.199714
